ME_exports_NB,VT_exports_HQ,CT_exports_NY,WCMA_exports_NY,VT_exports_NY
0,0,211.06666666666666,52.766666666666666,211.06666666666666
0,0,139.06666666666666,34.766666666666666,139.06666666666666
0,0,65.95555555555556,16.48888888888889,65.95555555555556
0,0,68.35555555555555,17.08888888888889,68.35555555555555
0,0,66.26666666666667,16.566666666666666,66.26666666666667
0,0,74.88888888888889,18.72222222222222,74.88888888888889
0,0,149.15555555555557,37.28888888888889,149.15555555555557
0,0,162.66666666666666,40.666666666666664,162.66666666666666
0,0,211.46666666666667,52.86666666666667,211.46666666666667
0,0,212.75555555555556,53.18888888888889,212.75555555555556
0,0,190.35555555555555,47.58888888888889,190.35555555555555
0,0,143.11111111111111,35.77777777777778,143.11111111111111
0,0,191.55555555555554,47.888888888888886,191.55555555555554
0,0,206.8,51.7,206.8
0,0,156.53333333333333,39.13333333333333,156.53333333333333
0,0,147.42222222222222,36.855555555555554,147.42222222222222
0,0,146.13333333333333,36.53333333333333,146.13333333333333
0,0,92.80000000000001,23.200000000000003,92.80000000000001
0,0,139.55555555555554,34.888888888888886,139.55555555555554
0,0,123.86666666666666,30.966666666666665,123.86666666666666
0,0,133.77777777777777,33.44444444444444,133.77777777777777
0,0,221.2,55.3,221.2
0,0,226.22222222222223,56.55555555555556,226.22222222222223
0,0,234.4888888888889,58.62222222222223,234.4888888888889
0,0,233.2888888888889,58.32222222222222,233.2888888888889
0,0,233.82222222222222,58.455555555555556,233.82222222222222
0,0,216.44444444444446,54.111111111111114,216.44444444444446
0,0,209.2888888888889,52.32222222222222,209.2888888888889
0,0,186.44444444444446,46.611111111111114,186.44444444444446
0,0,215.42222222222222,53.855555555555554,215.42222222222222
0,0,202.75555555555556,50.68888888888889,202.75555555555556
0,0,215.2888888888889,53.82222222222222,215.2888888888889
0,0,211.2,52.8,211.2
0,0,238.13333333333333,59.53333333333333,238.13333333333333
0,0,238.84444444444443,59.71111111111111,238.84444444444443
0,0,235.2444444444444,58.8111111111111,235.2444444444444
0,0,233.42222222222225,58.35555555555556,233.42222222222225
0,0,236.66666666666666,59.166666666666664,236.66666666666666
0,0,236.39999999999998,59.099999999999994,236.39999999999998
0,0,238.26666666666668,59.56666666666667,238.26666666666668
0,0,238.04444444444445,59.51111111111111,238.04444444444445
0,0,234.39999999999998,58.599999999999994,234.39999999999998
0,0,236.17777777777778,59.044444444444444,236.17777777777778
0,0,243.2444444444444,60.8111111111111,243.2444444444444
0,0,227.86666666666667,56.96666666666667,227.86666666666667
0,0,236.44444444444446,59.111111111111114,236.44444444444446
0,0,236.39999999999998,59.099999999999994,236.39999999999998
0,0,228.0,57.0,228.0
0,0,198.3111111111111,49.577777777777776,198.3111111111111
0,0,120.3111111111111,30.077777777777776,120.3111111111111
0,0,120.3111111111111,30.077777777777776,120.3111111111111
0,0,157.64444444444445,39.41111111111111,157.64444444444445
0,0,130.75555555555556,32.68888888888889,130.75555555555556
0,0,145.33333333333334,36.333333333333336,145.33333333333334
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,145.33333333333334,36.333333333333336,145.33333333333334
0,0,80.88888888888889,20.22222222222222,80.88888888888889
0,0,45.333333333333336,11.333333333333334,45.333333333333336
0,0,44.44444444444444,11.11111111111111,44.44444444444444
0,0,45.77777777777778,11.444444444444445,45.77777777777778
0,0,97.77777777777777,24.444444444444443,97.77777777777777
0,0,150.44444444444446,37.611111111111114,150.44444444444446
0,0,163.73333333333332,40.93333333333333,163.73333333333332
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.66666666666666,36.666666666666664,146.66666666666666
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,145.33333333333334,36.333333333333336,145.33333333333334
0,0,98.66666666666667,24.666666666666668,98.66666666666667
0,0,93.77777777777777,23.444444444444443,93.77777777777777
0,0,97.33333333333333,24.333333333333332,97.33333333333333
0,0,98.66666666666667,24.666666666666668,98.66666666666667
0,0,144.88888888888889,36.22222222222222,144.88888888888889
73,0,146.22222222222223,36.55555555555556,146.22222222222223
60,0,146.22222222222223,36.55555555555556,146.22222222222223
93,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
45,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,231.2888888888889,57.82222222222222,231.2888888888889
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,145.77777777777777,36.44444444444444,145.77777777777777
0,0,147.60000000000002,36.900000000000006,147.60000000000002
0,0,98.66666666666667,24.666666666666668,98.66666666666667
0,0,106.26666666666667,26.566666666666666,106.26666666666667
0,0,101.77777777777777,25.444444444444443,101.77777777777777
0,0,101.77777777777777,25.444444444444443,101.77777777777777
102,0,153.3777777777778,38.34444444444445,153.3777777777778
25,0,204.7111111111111,51.17777777777778,204.7111111111111
8,0,201.73333333333332,50.43333333333333,201.73333333333332
0,0,197.64444444444445,49.41111111111111,197.64444444444445
0,0,204.13333333333333,51.03333333333333,204.13333333333333
0,0,176.66666666666666,44.166666666666664,176.66666666666666
0,0,192.35555555555555,48.08888888888889,192.35555555555555
0,0,211.82222222222222,52.955555555555556,211.82222222222222
0,0,196.97777777777776,49.24444444444444,196.97777777777776
0,0,217.5111111111111,54.37777777777777,217.5111111111111
0,0,197.15555555555557,49.28888888888889,197.15555555555557
0,0,199.24444444444444,49.81111111111111,199.24444444444444
0,0,166.0,41.5,166.0
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,155.5111111111111,38.87777777777777,155.5111111111111
0,0,181.2,45.3,181.2
0,0,192.7111111111111,48.17777777777778,192.7111111111111
0,0,187.33333333333334,46.833333333333336,187.33333333333334
0,0,178.93333333333334,44.733333333333334,178.93333333333334
0,0,178.7111111111111,44.67777777777778,178.7111111111111
0,0,141.73333333333332,35.43333333333333,141.73333333333332
0,0,117.6888888888889,29.422222222222224,117.6888888888889
0,0,119.77777777777777,29.944444444444443,119.77777777777777
0,0,102.04444444444444,25.51111111111111,102.04444444444444
0,0,158.84444444444443,39.71111111111111,158.84444444444443
35,0,194.66666666666666,48.666666666666664,194.66666666666666
61,0,191.3777777777778,47.84444444444445,191.3777777777778
0,0,225.73333333333332,56.43333333333333,225.73333333333332
0,0,205.2888888888889,51.32222222222222,205.2888888888889
0,0,205.33333333333334,51.333333333333336,205.33333333333334
0,0,206.97777777777776,51.74444444444444,206.97777777777776
0,0,202.08888888888887,50.52222222222222,202.08888888888887
0,0,213.6888888888889,53.422222222222224,213.6888888888889
0,0,239.11111111111111,59.77777777777778,239.11111111111111
0,0,264.84444444444443,66.21111111111111,264.84444444444443
0,0,238.26666666666668,59.56666666666667,238.26666666666668
0,0,193.77777777777777,48.44444444444444,193.77777777777777
0,0,147.77777777777777,36.94444444444444,147.77777777777777
0,0,168.17777777777778,42.044444444444444,168.17777777777778
0,0,232.17777777777778,58.044444444444444,232.17777777777778
0,0,232.7555555555556,58.1888888888889,232.7555555555556
0,0,225.42222222222222,56.355555555555554,225.42222222222222
0,0,179.06666666666666,44.766666666666666,179.06666666666666
0,0,201.2888888888889,50.32222222222222,201.2888888888889
0,0,145.82222222222222,36.455555555555556,145.82222222222222
0,0,98.93333333333334,24.733333333333334,98.93333333333334
0,0,101.73333333333333,25.433333333333334,101.73333333333333
0,0,88.97777777777777,22.244444444444444,88.97777777777777
0,0,100.66666666666667,25.166666666666668,100.66666666666667
0,0,165.15555555555557,41.28888888888889,165.15555555555557
0,0,183.3777777777778,45.84444444444445,183.3777777777778
0,0,167.6888888888889,41.922222222222224,167.6888888888889
0,0,231.11111111111111,57.77777777777778,231.11111111111111
0,0,227.24444444444444,56.81111111111111,227.24444444444444
0,0,227.15555555555557,56.78888888888889,227.15555555555557
0,0,213.24444444444444,53.31111111111111,213.24444444444444
0,0,226.0,56.5,226.0
0,0,223.33333333333334,55.833333333333336,223.33333333333334
0,0,230.44444444444446,57.611111111111114,230.44444444444446
0,0,226.08888888888887,56.52222222222222,226.08888888888887
0,0,145.77777777777777,36.44444444444444,145.77777777777777
0,0,145.77777777777777,36.44444444444444,145.77777777777777
0,0,148.6222222222222,37.15555555555555,148.6222222222222
0,0,181.02222222222224,45.25555555555556,181.02222222222224
0,0,218.22222222222223,54.55555555555556,218.22222222222223
0,0,210.8,52.7,210.8
0,0,188.13333333333333,47.03333333333333,188.13333333333333
0,0,163.2888888888889,40.82222222222222,163.2888888888889
0,0,92.17777777777778,23.044444444444444,92.17777777777778
0,0,57.111111111111114,14.277777777777779,57.111111111111114
0,0,48.08888888888889,12.022222222222222,48.08888888888889
0,0,44.888888888888886,11.222222222222221,44.888888888888886
0,0,193.02222222222224,48.25555555555556,193.02222222222224
0,0,190.57777777777778,47.644444444444446,190.57777777777778
0,0,166.8,41.7,166.8
0,0,110.97777777777777,27.744444444444444,110.97777777777777
0,0,101.6888888888889,25.422222222222224,101.6888888888889
0,0,51.422222222222224,12.855555555555556,51.422222222222224
0,0,61.199999999999996,15.299999999999999,61.199999999999996
0,0,105.55555555555556,26.38888888888889,105.55555555555556
0,0,111.86666666666666,27.966666666666665,111.86666666666666
0,0,97.6,24.4,97.6
0,0,100.88888888888889,25.22222222222222,100.88888888888889
0,0,0.08888888888888889,0.022222222222222223,0.08888888888888889
0,0,-0.0,-0.0,-0.0
0,0,0.9777777777777779,0.24444444444444446,0.9777777777777779
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
53,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
3,0,-0.0,-0.0,-0.0
79,0,-0.0,-0.0,-0.0
196,0,-0.0,-0.0,-0.0
165,0,224.84444444444443,56.21111111111111,224.84444444444443
71,0,229.77777777777777,57.44444444444444,229.77777777777777
89,0,214.88888888888889,53.72222222222222,214.88888888888889
0,0,225.77777777777777,56.44444444444444,225.77777777777777
0,0,206.66666666666666,51.666666666666664,206.66666666666666
0,0,220.66666666666666,55.166666666666664,220.66666666666666
0,0,315.77777777777777,78.94444444444444,315.77777777777777
0,0,318.22222222222223,79.55555555555556,318.22222222222223
0,0,224.88888888888889,56.22222222222222,224.88888888888889
0,0,209.11111111111111,52.27777777777778,209.11111111111111
0,0,247.55555555555554,61.888888888888886,247.55555555555554
0,0,330.0,82.5,330.0
0,0,227.33333333333334,56.833333333333336,227.33333333333334
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
7,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,38.44444444444444,9.61111111111111,38.44444444444444
0,0,27.333333333333332,6.833333333333333,27.333333333333332
0,0,28.0,7.0,28.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
42,0,-0.0,-0.0,-0.0
7,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
107,0,2.177777777777778,0.5444444444444445,2.177777777777778
166,0,0.4444444444444444,0.1111111111111111,0.4444444444444444
164,0,-0.0,-0.0,-0.0
157,0,-0.0,-0.0,-0.0
114,0,-0.0,-0.0,-0.0
152,0,-0.0,-0.0,-0.0
158,0,-0.0,-0.0,-0.0
50,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,6,-0.0,-0.0,-0.0
0,2,2.2666666666666666,0.5666666666666667,2.2666666666666666
0,0,-0.0,-0.0,-0.0
0,0,2.177777777777778,0.5444444444444445,2.177777777777778
0,0,-0.0,-0.0,-0.0
0,0,-0.0,-0.0,-0.0
0,0,8.88888888888889,2.2222222222222223,8.88888888888889
0,0,47.55555555555556,11.88888888888889,47.55555555555556
0,0,50.888888888888886,12.722222222222221,50.888888888888886
0,0,48.44444444444444,12.11111111111111,48.44444444444444
0,0,48.888888888888886,12.222222222222221,48.888888888888886
0,0,49.02222222222222,12.255555555555555,49.02222222222222
0,0,48.888888888888886,12.222222222222221,48.888888888888886
0,0,48.888888888888886,12.222222222222221,48.888888888888886
0,0,50.400000000000006,12.600000000000001,50.400000000000006
0,0,49.77777777777778,12.444444444444445,49.77777777777778
0,0,99.55555555555556,24.88888888888889,99.55555555555556
0,0,52.71111111111111,13.177777777777777,52.71111111111111
0,0,13.333333333333334,3.3333333333333335,13.333333333333334
0,0,65.6888888888889,16.422222222222224,65.6888888888889
0,0,100.88888888888889,25.22222222222222,100.88888888888889
0,0,88.44444444444444,22.11111111111111,88.44444444444444
0,0,50.666666666666664,12.666666666666666,50.666666666666664
0,0,65.33333333333333,16.333333333333332,65.33333333333333
0,0,0.4444444444444444,0.1111111111111111,0.4444444444444444
0,1,-0.0,-0.0,-0.0
0,142,-0.0,-0.0,-0.0
0,104,-0.0,-0.0,-0.0
0,2,-0.0,-0.0,-0.0
0,0,1.3333333333333333,0.3333333333333333,1.3333333333333333
0,0,104.88888888888889,26.22222222222222,104.88888888888889
0,0,145.33333333333334,36.333333333333336,145.33333333333334
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,151.15555555555557,37.78888888888889,151.15555555555557
0,0,167.46666666666667,41.86666666666667,167.46666666666667
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,147.5111111111111,36.87777777777777,147.5111111111111
56,0,146.22222222222223,36.55555555555556,146.22222222222223
33,0,146.22222222222223,36.55555555555556,146.22222222222223
92,0,171.82222222222222,42.955555555555556,171.82222222222222
79,0,174.66666666666666,43.666666666666664,174.66666666666666
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,146.22222222222223,36.55555555555556,146.22222222222223
0,0,145.33333333333334,36.333333333333336,145.33333333333334
0,0,100.75555555555555,25.188888888888886,100.75555555555555
0,0,210.8,52.7,210.8
0,0,38.666666666666664,9.666666666666666,38.666666666666664
0,0,33.77777777777778,8.444444444444445,33.77777777777778
0,0,31.555555555555557,7.888888888888889,31.555555555555557
0,0,95.55555555555556,23.88888888888889,95.55555555555556
0,0,97.33333333333333,24.333333333333332,97.33333333333333
0,0,97.33333333333333,24.333333333333332,97.33333333333333
0,0,137.86666666666667,34.46666666666667,137.86666666666667
0,0,140.57777777777778,35.144444444444446,140.57777777777778
0,0,146.39999999999998,36.599999999999994,146.39999999999998
0,0,130.7111111111111,32.67777777777778,130.7111111111111
0,0,120.66666666666667,30.166666666666668,120.66666666666667
0,0,141.6888888888889,35.422222222222224,141.6888888888889
0,0,143.11111111111111,35.77777777777778,143.11111111111111
0,0,165.95555555555555,41.48888888888889,165.95555555555555
0,0,165.95555555555555,41.48888888888889,165.95555555555555
0,0,131.73333333333332,32.93333333333333,131.73333333333332
0,0,98.57777777777778,24.644444444444446,98.57777777777778
0,0,81.77777777777777,20.444444444444443,81.77777777777777
0,0,100.04444444444444,25.01111111111111,100.04444444444444
0,0,143.95555555555555,35.98888888888889,143.95555555555555
0,0,187.11111111111111,46.77777777777778,187.11111111111111
0,0,187.55555555555554,46.888888888888886,187.55555555555554
0,0,40.44444444444444,10.11111111111111,40.44444444444444
0,0,11.555555555555555,2.888888888888889,11.555555555555555
0,0,2.6222222222222222,0.6555555555555556,2.6222222222222222
0,0,0.9333333333333333,0.23333333333333334,0.9333333333333333
0,0,28.84444444444445,7.211111111111112,28.84444444444445
0,0,96.8,24.2,96.8
0,0,50.400000000000006,12.600000000000001,50.400000000000006
0,0,131.2888888888889,32.82222222222222,131.2888888888889
0,0,136.84444444444443,34.21111111111111,136.84444444444443
0,0,75.91111111111111,18.977777777777778,75.91111111111111
0,0,65.11111111111111,16.27777777777778,65.11111111111111
0,0,97.02222222222223,24.255555555555556,97.02222222222223
0,0,123.95555555555555,30.988888888888887,123.95555555555555
0,0,179.60000000000002,44.900000000000006,179.60000000000002
0,0,166.57777777777778,41.644444444444446,166.57777777777778
0,0,188.04444444444445,47.01111111111111,188.04444444444445
0,0,192.53333333333333,48.13333333333333,192.53333333333333
0,0,202.26666666666668,50.56666666666667,202.26666666666668
0,0,169.91111111111113,42.47777777777778,169.91111111111113
0,0,97.77777777777777,24.444444444444443,97.77777777777777
0,0,57.55555555555556,14.38888888888889,57.55555555555556
0,0,167.95555555555555,41.98888888888889,167.95555555555555
0,0,158.8,39.7,158.8
0,0,124.13333333333334,31.033333333333335,124.13333333333334
